n,k,t,check_bits,percent_correction,array_size,ber,hdm_ber,block_count,block_fail_prob,array_fail_prob,maes_ent, maes_ent_rate, dodis_ent, dodis_ent_rate, total_maes_ent, total_dodis_ent
1023,36,223,987,21.80%,7168,0.0100,0.0021, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.0200,0.0040, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.0300,0.0061, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.0400,0.0081, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.0500,0.0100, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.0600,0.0121, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.0700,0.0141, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.0800,0.0160, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.0900,0.0181, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.1000,0.0201, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.1100,0.0220, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.1200,0.0241, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.1300,0.0261, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.1400,0.0280, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.1500,0.0301, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,36,223,987,21.80%,7168,0.1600,0.0321, 7,0.000000000000,0.000000000000,32.4000, 0.0036,32.4000,0.0036,181.44,181.44
1023,26,239,997,23.36%,7168,0.0100,0.0021, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.0200,0.0040, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.0300,0.0061, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.0400,0.0081, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.0500,0.0100, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.0600,0.0121, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.0700,0.0141, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.0800,0.0160, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.0900,0.0181, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.1000,0.0201, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.1100,0.0220, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.1200,0.0241, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.1300,0.0261, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.1400,0.0280, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.1500,0.0301, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,26,239,997,23.36%,7168,0.1600,0.0321, 7,0.000000000000,0.000000000000,23.4000, 0.0026,23.4000,0.0026,131.04,131.04
1023,16,247,1007,24.14%,7168,0.0100,0.0021, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.0200,0.0040, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.0300,0.0061, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.0400,0.0081, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.0500,0.0100, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.0600,0.0121, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.0700,0.0141, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.0800,0.0160, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.0900,0.0181, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.1000,0.0201, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.1100,0.0220, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.1200,0.0241, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.1300,0.0261, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.1400,0.0280, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.1500,0.0301, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,16,247,1007,24.14%,7168,0.1600,0.0321, 7,0.000000000000,0.000000000000,14.4000, 0.0016,14.4000,0.0016,80.64,80.64
1023,11,255,1012,24.93%,7168,0.0100,0.0021, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.0200,0.0040, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.0300,0.0061, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.0400,0.0081, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.0500,0.0100, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.0600,0.0121, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.0700,0.0141, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.0800,0.0160, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.0900,0.0181, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.1000,0.0201, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.1100,0.0220, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.1200,0.0241, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.1300,0.0261, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.1400,0.0280, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.1500,0.0301, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
1023,11,255,1012,24.93%,7168,0.1600,0.0321, 7,0.000000000000,0.000000000000,9.9000, 0.0011,9.9000,0.0011,55.44,55.44
7,4,1,3,14.29%,8192,0.0100,0.0021, 1170,0.000089811523,0.099751281985,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.0200,0.0040, 1170,0.000336226384,0.325275633570,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.0300,0.0061, 1170,0.000766539812,0.592288512243,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.0400,0.0081, 1170,0.001326931517,0.788502229997,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.0500,0.0100, 1170,0.002034943988,0.907755280704,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.0600,0.0121, 1170,0.002945642502,0.968301554931,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.0700,0.0140, 1170,0.003948805332,0.990237905152,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.0800,0.0161, 1170,0.005166528873,0.997666785138,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.0900,0.0181, 1170,0.006452546340,0.999486335991,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.1000,0.0200, 1170,0.007871369885,0.999903497322,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.1100,0.0221, 1170,0.009521271263,0.999986233320,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.1200,0.0240, 1170,0.011205249115,0.999998119826,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.1300,0.0260, 1170,0.013013610021,0.999999779168,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.1400,0.0281, 1170,0.015068280547,0.999999980717,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.1500,0.0300, 1170,0.017124746628,0.999999998328,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
7,4,1,3,14.29%,8192,0.1600,0.0321, 1170,0.019437082177,0.999999999894,3.6000, 0.0004,3.6000,0.0004,3369.60,3369.60
15,11,1,4,6.67%,8192,0.0100,0.0021, 546,0.000444118827,0.215369790182,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.0200,0.0040, 546,0.001645453156,0.593087615052,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.0300,0.0061, 546,0.003710227259,0.868605556991,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.0400,0.0081, 546,0.006356458852,0.969245038476,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.0500,0.0100, 546,0.009647777113,0.994974657484,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.0600,0.0121, 546,0.013813067216,0.999496792536,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.0700,0.0140, 546,0.018327321552,0.999958902027,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.0800,0.0161, 546,0.023718311490,0.999997967510,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.0900,0.0181, 546,0.029319386757,0.999999912160,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.1000,0.0200, 546,0.035401421406,0.999999997160,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.1100,0.0221, 546,0.042358667078,0.999999999945,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.1200,0.0240, 546,0.049343727938,0.999999999999,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.1300,0.0260, 546,0.056725653193,1.000000000000,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.1400,0.0281, 546,0.064975406670,1.000000000000,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.1500,0.0300, 546,0.073096743081,1.000000000000,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,11,1,4,6.67%,8192,0.1600,0.0321, 546,0.082078081928,1.000000000000,9.9000, 0.0010,9.9000,0.0010,4324.32,4324.32
15,7,2,8,13.33%,8192,0.0100,0.0021, 546,0.000003990942,0.002176686409,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.0200,0.0040, 546,0.000028683480,0.015539402763,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.0300,0.0061, 546,0.000097922129,0.052063820779,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.0400,0.0081, 546,0.000221288168,0.113821347998,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.0500,0.0100, 546,0.000416985344,0.203653972287,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.0600,0.0121, 546,0.000720206166,0.325223827155,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.0700,0.0140, 546,0.001109155067,0.454435787003,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.0800,0.0161, 546,0.001646216808,0.593257522825,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.0900,0.0181, 546,0.002279779432,0.712398839651,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.1000,0.0200, 546,0.003047750004,0.811114166786,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.1100,0.0221, 546,0.004021077221,0.889189548922,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.1200,0.0240, 546,0.005093788363,0.938475267870,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.1300,0.0260, 546,0.006325785377,0.968722283035,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.1400,0.0281, 546,0.007816479495,0.986220383044,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.1500,0.0300, 546,0.009396418076,0.994227789877,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,7,2,8,13.33%,8192,0.1600,0.0321, 546,0.011268655969,0.997945278698,6.3000, 0.0006,6.3000,0.0006,2751.84,2751.84
15,5,3,10,20.00%,8192,0.0100,0.0021, 546,0.000000024856,0.000013571363,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.0200,0.0040, 546,0.000000346912,0.000189395819,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.0300,0.0061, 546,0.000001795120,0.000979656104,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.0400,0.0081, 546,0.000005356736,0.002920512513,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.0500,0.0100, 546,0.000012545392,0.006826420594,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.0600,0.0121, 546,0.000026169666,0.014187224071,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.0700,0.0140, 546,0.000046831643,0.025246514887,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.0800,0.0161, 546,0.000079810088,0.042642167851,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.0900,0.0181, 546,0.000123961244,0.065447089710,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.1000,0.0200, 546,0.000183689739,0.095437439036,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.1100,0.0221, 546,0.000267557105,0.135933656049,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.1200,0.0240, 546,0.000368998067,0.182504699921,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.1300,0.0260, 546,0.000495596381,0.237126229232,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.1400,0.0281, 546,0.000661443396,0.303207478653,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.1500,0.0300, 546,0.000850665942,0.371652089496,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
15,5,3,10,20.00%,8192,0.1600,0.0321, 546,0.001090935897,0.448975576337,4.5000, 0.0004,4.5000,0.0004,1965.60,1965.60
31,26,1,5,3.23%,8192,0.0100,0.0021, 264,0.001923876386,0.398538387499,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.0200,0.0040, 264,0.006982208307,0.842726392579,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.0300,0.0061, 264,0.015403938565,0.983398900056,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.0400,0.0081, 264,0.025857169324,0.999008308482,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.0500,0.0100, 264,0.038457396421,0.999968107224,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.0600,0.0121, 264,0.053893606392,0.999999555211,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.0700,0.0140, 264,0.070088049834,0.999999995337,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.0800,0.0161, 264,0.088806186583,0.999999999978,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.0900,0.0181, 264,0.107628437232,1.000000000000,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.1000,0.0200, 264,0.127427337654,1.000000000000,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.1100,0.0221, 264,0.149342813295,1.000000000000,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.1200,0.0240, 264,0.170633479024,1.000000000000,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.1300,0.0260, 264,0.192425134947,1.000000000000,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.1400,0.0281, 264,0.215986138079,1.000000000000,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.1500,0.0300, 264,0.238424500420,1.000000000000,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,26,1,5,3.23%,8192,0.1600,0.0321, 264,0.262428137161,1.000000000000,23.4000, 0.0023,23.4000,0.0023,4942.08,4942.08
31,21,2,10,6.45%,8192,0.0100,0.0021, 264,0.000038458505,0.010101870370,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.0200,0.0040, 264,0.000270027590,0.068814627414,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.0300,0.0061, 264,0.000899311991,0.211422970648,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.0400,0.0081, 264,0.001985637238,0.408284518124,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.0500,0.0100, 264,0.003655959401,0.619755917828,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.0600,0.0121, 264,0.006161372407,0.804390322319,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.0700,0.0140, 264,0.009272759478,0.914516256368,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.0800,0.0161, 264,0.013430934939,0.971838336708,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.0900,0.0181, 264,0.018178935255,0.992119763970,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.1000,0.0200, 264,0.023754270553,0.998247674302,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.1100,0.0221, 264,0.030591869375,0.999725995503,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.1200,0.0240, 264,0.037884030063,0.999962671564,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.1300,0.0260, 264,0.045995360200,0.999996006731,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.1400,0.0281, 264,0.055490439833,0.999999715240,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.1500,0.0300, 264,0.065226379715,0.999999981528,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,21,2,10,6.45%,8192,0.1600,0.0321, 264,0.076386430458,0.999999999225,18.9000, 0.0018,18.9000,0.0018,3991.68,3991.68
31,16,3,15,9.68%,8192,0.0100,0.0021, 264,0.000000557954,0.000147288974,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.0200,0.0040, 264,0.000007595227,0.002003138611,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.0300,0.0061, 264,0.000038274223,0.010053708382,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.0400,0.0081, 264,0.000111401763,0.028983389040,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.0500,0.0100, 264,0.000254487258,0.064985448162,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.0600,0.0121, 264,0.000517019519,0.127618499362,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.0700,0.0140, 264,0.000902531533,0.212093547920,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.0800,0.0161, 264,0.001498078723,0.326851499303,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.0900,0.0181, 264,0.002269882442,0.451150004969,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.1000,0.0200, 264,0.003281379541,0.580087372588,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.1100,0.0221, 264,0.004655710567,0.708284914018,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.1200,0.0240, 264,0.006264367694,0.809669794224,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.1300,0.0260, 264,0.008208807223,0.886513210562,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.1400,0.0281, 264,0.010673128131,0.941155125992,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.1500,0.0300, 264,0.013393365489,0.971553794857,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,16,3,15,9.68%,8192,0.1600,0.0321, 264,0.016734515671,0.988383114546,14.4000, 0.0014,14.4000,0.0014,3041.28,3041.28
31,11,5,20,16.13%,8192,0.0100,0.0021, 264,0.000000000056,0.000000014848,9.9000, 0.0010,9.9000,0.0010,2090.88,2090.88
31,11,5,20,16.13%,8192,0.0200,0.0040, 264,0.000000002886,0.000000761852,9.9000, 0.0010,9.9000,0.0010,2090.88,2090.88
31,11,5,20,16.13%,8192,0.0300,0.0061, 264,0.000000033393,0.000008815588,9.9000, 0.0010,9.9000,0.0010,2090.88,2090.88
31,11,5,20,16.13%,8192,0.0400,0.0081, 264,0.000000169380,0.000044715353,9.9000, 0.0010,9.9000,0.0010,2090.88,2090.88
31,11,5,20,16.13%,8192,0.0500,0.0100, 264,0.000000597361,0.000157690942,9.9000, 0.0010,9.9000,0.0010,2090.88,2090.88
31,11,5,20,16.13%,8192,0.0600,0.0121, 264,0.000001769147,0.000466946231,9.9000, 0.0010,9.9000,0.0010,2090.88,2090.88
31,11,5,20,16.13%,8192,0.0700,0.0140, 264,0.000004167403,0.001099591640,9.9000, 0.0010,9.9000,0.0010,2090.88,2090.88
31,11,5,20,16.13%,8192,0.0800,0.0161, 264,0.000009113605,0.002403110576,9.9000, 0.0010,9.9000,0.0010,2090.88,2090.88
31,11,5,20,16.13%,8192,0.0900,0.0181, 264,0.000017358569,0.004572217514,9.9000, 0.0010,9.9000,0.0010,2090.88,2090.88
31,11,5,20,16.13%,8192,0.1000,0.0200, 264,0.000030809892,0.008100945749,9.9000, 0.0010,9.9000,0.0010,2090.88,2090.88
31,11,5,20,16.13%,8192,0.1100,0.0221, 264,0.000053238100,0.013956918782,9.9000, 0.0010,9.9000,0.0010,2090.88,2090.88
31,11,5,20,16.13%,8192,0.1200,0.0240, 264,0.000084840757,0.022149916889,9.9000, 0.0010,9.9000,0.0010,2090.88,2090.88
